property_id,lat,lng,addr_street,Suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
32875,-37.738519,145.019295,5 Highview Road,PRESTON,6420000,house,2011,3,1,2,SC_047,970.46,20012,1652.69,27.73,0,hospital_090,2581.05,S_084,1456.71
62613,-37.836024,145.246191,17 Possum Lane,HEATHMONT,10200000,house,2012,3,2,1,SC_032,3007.41,19871,869.31,46.0,0,hospital_179,2218.77,S_139,1977.13
42806,-37.728907,145.105569,12 Kardinia Drive,YALLAMBIE,8400000,house,2010,5,2,2,SC_009,4263.07,19986,2065.7,40.86,0,hospital_075,2646.92,S_020,2738.55
2069,-37.789099,144.880508,26 Howard Street,MAIDSTONE,5490000,house,2016,3,1,1,SC_043,1746.54,20023,1476.89,19.75,0,hospital_056,672.24,S_149,1746.64
16883,-37.71330261,144.946991,24 TALBOT STREET,HADFIELD,4110000,house,2009,3,1,2,SC_030,2144.36,19962,1202.56,33.0,0,hospital_139,4521.96,S_004,1008.28
16772,-37.712514,144.914025,20 George Street,GLENROY,10149000,house,2014,3,1,2,SC_010,2387.53,20033,895.32,30.85,0,hospital_184,3408.06,S_209,1139.07
62325,-37.774527,145.242171,8 Sally Court,WARRANWOOD,8448000,house,2011,3,2,2,SC_032,4414.4,19878,4104.45,51.25,0,hospital_164,3883.23,S_157,2768.34
84954,-37.880088,144.987485,42 Rothesay Avenue,ELWOOD,14410000,house,2015,3,1,0,SC_015,1401.56,19955,824.96,15.0,0,hospital_009,1786.87,S_133,925.94
54743,-37.83608246,145.0391235,82 Illawarra Road,HAWTHORN,19500000,house,2009,4,2,2,SC_083,1765.72,19910,650.6,13.0,0,hospital_127,1295.46,S_208,1822.83
80350,-38.003686,145.155995,5 The Panorama,KEYSBOROUGH,8528000,house,2015,4,2,2,SC_057,1949.71,19889,4215.62,51.33,0,hospital_096,1728.35,S_079,1865.83
4512,-37.849059,144.871009,5 Railway Parade,NEWPORT,3187500,house,2013,2,2,1,SC_033,3279.49,19994,1312.73,20.47,0,hospital_141,2338.03,S_056,2641.79
3982,-37.820979,144.891011,98 Francis Street,YARRAVILLE,9380000,house,2016,3,1,0,SC_033,3942.43,19996,578.7,15.3,0,hospital_056,3128.64,S_201,2334.77
22927,-37.750817,144.954351,50 Shaftsbury Street,COBURG,11400000,house,2015,2,1,1,SC_030,2082.95,19966,774.08,26.0,0,hospital_084,509.76,S_173,1388.56
9608,-37.859798,144.727683,61 Caradon Drive,TRUGANINA,4598000,house,2015,4,2,2,SC_053,2321.76,46468,2066.86,32.78,0,hospital_073,4649.75,S_007,1583.92
88812,-37.952507,145.036025,35 Cloyne Street,HIGHETT,6300000,house,2010,2,1,2,SC_079,580.8,19872,685.47,41.4,0,hospital_058,1811.37,S_069,580.69
48120,-37.810467,145.023354,22 Miller Grove,KEW,28800000,house,2014,4,1,2,SC_083,1548.24,19905,1265.09,18.93,0,hospital_032,921.25,S_039,846.45
2150,-37.786585,144.880657,31 Inkerman Street,MAIDSTONE,8970000,house,2016,4,2,2,SC_052,1602.05,20023,1743.69,19.75,0,hospital_056,876.68,S_049,1670.23
37390,-37.64827,145.036681,4 Courtnay Place,EPPING,3123000,house,2015,3,1,2,SC_062,4319.58,20005,737.74,44.0,0,hospital_053,1816.98,S_229,2551.1
68009,-37.83478165,145.0088806,27 Balmerino Avenue,TOORAK,22050000,house,2009,4,2,2,SC_038,646.8,19906,812.27,12.75,0,hospital_196,1171.52,S_102,622.11
5746,-37.78821945,144.8497315,36 Myalla Street,BRAYBROOK,5180000,house,2008,3,1,1,SC_043,1199.98,20021,1483.03,25.73,0,hospital_174,1914.6,S_149,1200.15
61932,-37.796988999999996,145.238451,4 Panfield Avenue,RINGWOOD,12600000,house,2015,5,3,3,SC_032,1948.7,19879,1961.24,47.0,0,hospital_105,1626.71,S_157,1462.91
95672,-37.907366,145.038176,38 Glen Orme Avenue,ORMOND,10880000,house,2012,4,2,2,SC_041,3094.3,19940,327.79,36.78,0,hospital_126,1814.61,S_107,1397.26
64139,-37.803758,145.295643,2a Larissa Court,CROYDON,4800000,house,2011,3,1,1,SC_022,1221.39,19878,1615.31,51.25,0,hospital_164,3550.58,S_055,1180.27
30431,-37.773422,144.999316,8 Wimble Street,NORTHCOTE,7200000,house,2014,2,1,0,SC_103,3773.87,20016,532.02,20.67,0,hospital_035,1390.12,S_105,2516.91
67994,-37.843356,145.006038,24 Woodside Crescent,TOORAK,25700000,house,2015,4,2,2,SC_038,366.19,19947,369.03,20.7,0,hospital_097,883.29,S_102,386.9
72020,-37.854304,145.252563,12 Pindari Drive,BAYSWATER,4410000,house,2014,4,1,2,SC_032,5074.7,19870,1957.82,50.0,0,hospital_002,1378.99,S_139,1782.62
6088,-37.786474,144.836558,12 Centre Street,SUNSHINE,7260000,house,2010,3,2,1,SC_102,531.05,20021,396.86,25.73,0,hospital_174,1040.15,S_080,618.99
86787,-37.90127,145.002047,47 Asling Street,BRIGHTON,24600000,house,2012,3,3,2,SC_015,4082.58,19952,405.63,20.08,0,hospital_013,1125.29,S_151,614.31
9234,-37.843996,144.72799,1/4 west meadows lane,TRUGANINA,4438000,house,2014,3,2,2,SC_053,2124.67,46468,3349.08,32.78,0,hospital_073,5645.6,S_007,2922.81
33531,-37.697157,145.006513,10 Morris Street,RESERVOIR,4680000,house,2015,3,1,1,SC_103,4739.91,20008,537.21,36.9,0,hospital_139,2390.97,S_228,2869.06
79106,-37.935839,145.149844,43 Hope Street,SPRINGVALE,5580000,house,2015,4,2,1,SC_073,4571.0,19914,1010.81,42.27,0,hospital_076,3009.69,S_075,1969.91
36015,-37.678979,145.034975,44 Talbot Avenue,THOMASTOWN,3773000,house,2013,3,1,2,SC_062,5390.66,20007,1829.61,38.9,0,hospital_041,2828.96,S_228,1728.57
67157,-37.757041,145.361322,1A Helena Road,LILYDALE,3520000,house,2010,2,1,1,SC_084,4172.36,19876,1209.91,61.0,0,hospital_151,642.92,S_233,1002.13
78814,-37.945778,145.156696,20 Wales Street,SPRINGVALE,6440000,house,2009,3,1,0,SC_073,5094.04,19913,503.56,44.26,0,hospital_124,3415.07,S_075,966.75
78550,-37.934665,145.161616,11 Turner Close,SPRINGVALE,7280000,house,2010,4,2,2,SC_073,3816.27,19913,1801.11,44.26,0,hospital_076,3879.13,S_075,2271.28
40861,-37.701387,145.064688,56 Noorong Avenue,BUNDOORA,20400000,house,2010,3,1,1,SC_047,5125.64,19984,1991.54,34.64,0,hospital_037,653.46,S_155,915.84
48839,-37.798894,145.041026,96 Disraeli Street,KEW,15470000,house,2012,2,1,2,SC_083,2448.7,19931,2438.56,20.92,0,hospital_064,1264.89,S_039,1172.78
67185,-37.77505493,145.3463898,2 The Midway,LILYDALE,4230000,house,2007,3,2,1,SC_084,3420.25,19876,2177.92,61.0,0,hospital_113,1632.37,S_081,1705.09
4449,-37.845156,144.876867,41 Anderson Street,NEWPORT,10425000,house,2014,3,1,0,SC_033,3352.61,19994,651.13,20.47,0,hospital_141,2313.07,S_056,2887.0
61746,-37.780563,145.253199,3 Warranwood Road,WARRANWOOD,3670000,house,2013,3,1,2,SC_022,3340.7,19878,2924.23,51.25,0,hospital_164,3034.8,S_157,1860.14
95901,-37.915712,145.049017,5 Osborne Avenue,BENTLEIGH,8480000,house,2010,3,1,2,SC_046,2808.98,19939,1072.82,38.78,0,hospital_159,1730.54,S_107,741.21
16253,-37.702143,144.913566,10 Anselm Grove,GLENROY,5830000,house,2009,3,1,0,SC_010,2693.23,20032,417.81,32.83,0,hospital_184,4532.27,S_209,1014.3
59662,-37.812589,145.187742,23 Bruce Street,MITCHAM,12172000,house,2010,3,1,2,SC_088,1038.23,19900,708.95,39.9,0,hospital_010,607.56,S_202,1617.01
81866,-37.98981857,145.2413483,18 Ti Tree Drive,DOVETON,9968000,house,2009,3,1,1,SC_077,1816.35,19888,2774.37,54.44,0,hospital_119,2031.98,S_195,1978.76
40296,-37.715786,145.033599,3 Golf Avenue,KINGSBURY,6953000,house,2011,3,1,1,SC_047,2550.42,20009,2295.37,33.9,0,hospital_025,853.37,S_225,1102.44
84276,-37.850432,144.988057,66/8 Perth Street,PRAHRAN,11284000,house,2014,3,2,1,SC_066,597.53,19958,188.29,9.0,0,hospital_155,494.46,S_115,1535.94
63951,-37.798221,145.262305,22 EDITH AVENUE,CROYDON,5710000,house,2012,4,2,2,SC_022,1829.8,19878,1638.63,51.25,0,hospital_164,1214.97,S_157,645.46
562,-37.807442,144.895121,2/2A Pentland Parade,SEDDON,8580000,house,2011,3,2,2,SC_043,3330.85,19997,180.62,14.3,0,hospital_003,1773.51,S_201,787.39
86116,-37.892497,144.999258,135 Head Street,BRIGHTON,3225000,house,2016,3,2,2,SC_015,3111.11,19953,635.97,19.08,0,hospital_116,1178.04,S_193,851.61
20066,-37.80078506,144.9691773,16 Grattan Street,CARLTON,12800000,house,2009,4,2,2,SC_008,1232.63,19842,1172.0,7.42,0,hospital_188,332.46,S_200,826.4
50665,-37.78393555,145.1073151,1 Hillingdon Crescent,DONCASTER,4023000,house,2008,2,1,1,SC_091,1679.91,19896,3953.87,33.78,0,hospital_194,1369.61,S_046,1295.32
30840,-37.757793,144.985646,170 Normanby Avenue,THORNBURY,7896000,house,2010,3,2,1,SC_103,2483.55,20014,1177.79,23.73,0,hospital_144,1227.48,S_105,1750.88
56091,-37.852262,145.129569,1/378 Burwood Highway,BURWOOD,10906000,house,2015,3,2,2,SC_037,3750.58,19875,2563.0,30.0,0,hospital_047,1098.74,S_097,427.89
64209,-37.7860921,145.2834422,3/102-108 Croydon Road,CROYDON,3978000,house,2011,2,1,1,SC_022,1446.68,19878,1069.91,51.25,0,hospital_164,3437.88,S_181,1123.65
48209,-37.804386,145.041405,28 Parkhill Road,KEW,17920000,house,2011,2,1,2,SC_083,1861.84,19904,1950.9,20.74,0,hospital_064,773.46,S_039,935.23
52493,-37.821298,145.012528,17 Tudor Street,RICHMOND,7520000,house,2010,3,1,3,SC_083,2029.92,19906,822.88,12.75,0,hospital_122,795.17,S_076,1979.25
37154,-37.640715,145.062711,26 Bradman Terrace,EPPING,7000000,house,2014,4,3,2,SC_062,2350.45,45795,1014.18,47.0,0,hospital_053,4249.34,S_083,1367.4
81618,-37.993255,145.232407,1 Rose Drive,DOVETON,4690000,house,2010,3,1,2,SC_112,1669.06,19888,2023.2,54.44,0,hospital_119,1486.26,S_184,1550.51
12177,-37.71117401,144.7685242,11 Mankina Circuit,DELAHEY,3560000,house,2009,3,2,2,SC_048,3396.97,20000,1224.15,39.0,0,hospital_057,6820.55,S_094,1198.18
47645,-37.70840073,145.1416016,92 Silver Street,ELTHAM NORTH,6250000,house,2009,5,3,2,SC_051,4183.11,19987,792.84,44.67,0,hospital_075,3168.09,S_194,1620.2
63111,-37.834801,145.242346,8 Orchard Grove,HEATHMONT,9624000,house,2016,3,1,2,SC_032,2727.46,19871,746.89,46.0,0,hospital_179,2086.51,S_139,2341.49
31631,-37.733642,145.031677,1/16 Elm Street,PRESTON,5925000,house,2012,3,1,1,SC_047,559.27,20011,2610.72,29.73,0,hospital_090,1907.03,S_225,1006.05
32245,-37.73400116,145.0025482,20 Olver Street,PRESTON,5760000,house,2009,4,2,2,SC_103,623.69,20012,549.93,27.73,0,hospital_139,1871.51,S_085,349.4
47973,-37.808358,145.04102,166 Cotham Road,KEW,8560000,house,2012,3,1,2,SC_083,1430.16,19904,1513.83,20.74,0,hospital_064,641.79,S_039,934.5
51805,-37.799893,145.179954,16 Astelot Drive,DONVALE,6600000,house,2014,3,1,0,SC_088,2163.37,19900,2276.97,39.9,0,hospital_034,1224.39,S_202,2693.59
66193,-37.75981903,145.3211975,3 PARTRIDGE WAY,MOOROOLBARK,6885000,house,2008,4,2,2,SC_084,665.69,19876,2381.96,61.0,0,hospital_113,2965.97,S_168,244.85
59936,-37.811564,145.198962,4 Dawe Road,MITCHAM,9120000,house,2013,3,1,2,SC_088,1911.2,19900,944.75,39.9,0,hospital_010,445.08,S_202,2426.56
12680,-37.71808243,144.7663574,21 Sorghum Way,DELAHEY,5627000,house,2009,3,2,1,SC_048,2743.88,20000,2009.06,39.0,0,hospital_057,6344.02,S_094,1959.79
58989,-37.816416,145.178999,47 Nicholson Street,NUNAWADING,11700000,house,2015,3,1,2,SC_088,327.77,19899,589.66,36.9,0,hospital_010,1484.61,S_202,869.27
32781,-37.742735,145.019116,43 Belgrove Street,PRESTON,7618000,house,2013,2,1,2,SC_047,1090.68,20012,1698.07,27.73,0,hospital_035,2455.22,S_084,1562.38
52093,-37.829509,144.995082,102 Chestnut Street,CREMORNE,2493000,house,2011,1,1,2,SC_038,1690.43,19907,387.56,6.0,0,hospital_196,947.03,S_102,1671.59
66098,-37.787341,145.317041,252 Hull Road,MOOROOLBARK,4631000,house,2014,3,1,1,SC_084,3260.94,19877,499.79,55.25,0,hospital_113,4359.07,S_224,1749.37
85134,-37.878717,144.980748,83 Addison Street,ELWOOD,17100000,house,2015,4,2,2,SC_015,1116.4,19955,1310.93,15.0,0,hospital_009,2200.27,S_017,1153.06
4973,-37.87017,144.812431,183 Blyth Street,ALTONA,5220000,house,2015,2,1,1,SC_033,5705.17,19925,565.08,32.0,0,hospital_141,7007.41,S_128,1562.67
21065,-37.771002,144.952766,33 Barry Street,BRUNSWICK,12000000,house,2014,2,1,1,SC_011,3462.48,19969,686.27,20.0,0,hospital_102,1236.56,S_074,650.81
44007,-37.701198,145.109441,1/20 Greenmeyer Court,GREENSBOROUGH,9605000,house,2015,2,1,1,SC_051,5386.65,19985,324.31,38.64,0,hospital_075,539.13,S_210,641.35
65242,-37.807125,145.303945,23 Landstrom Quadrant,KILSYTH,9905000,house,2013,3,1,2,SC_022,2041.85,19878,2431.01,51.25,0,hospital_164,4253.18,S_224,790.74
28734,-37.798358,144.99026,95 Easey Street,COLLINGWOOD,7245000,house,2012,3,1,1,SC_008,2341.31,19975,379.27,11.27,0,hospital_178,1394.23,S_060,707.39
5475,-37.792821,144.84799,12 Hotham St.,BRAYBROOK,5486000,house,2010,2,1,0,SC_043,1192.93,20021,1412.34,25.73,0,hospital_174,2165.22,S_149,1192.96
71059,-37.86112976,145.235199,11 Sandhurst Road,WANTIRNA,4984000,house,2006,3,3,1,SC_032,5414.32,19870,3611.79,50.0,0,hospital_179,1465.13,S_227,1448.07
4027,-37.83942032,144.8782349,1/32 Elizabeth Street,NEWPORT,7040000,house,2009,3,3,1,SC_033,3109.99,19994,597.62,20.47,0,hospital_141,2812.91,S_056,2830.54
19185,-37.690026,144.91073,8 Bliburg Street,JACANA,3360000,house,2010,3,1,1,SC_059,2279.54,20031,725.5,34.83,0,hospital_104,4460.42,S_153,1640.38
14210,-37.746443,144.925187,295 Pascoe Vale Road,ESSENDON,9240000,house,2014,3,1,1,SC_082,2214.57,20035,368.62,25.85,0,hospital_184,1829.51,S_197,1313.76
61777,-37.820254,145.240648,30 Lena Grove,RINGWOOD,8140000,house,2015,2,1,0,SC_032,1334.1,19871,961.61,46.0,0,hospital_105,1036.99,S_190,1323.7
7377,-37.746171,144.769668,29 Oakwood Road,ALBANVALE,3504000,house,2015,3,1,0,SC_048,2881.89,20002,2678.31,33.0,0,hospital_057,4255.64,S_070,614.03
95210,-37.905087,145.029455,22 Stewart Street,ORMOND,20400000,house,2011,4,2,1,SC_041,3421.38,19941,916.35,35.78,0,hospital_126,1016.17,S_107,1954.1
34301,-37.7089386,145.0331116,21 Nutwood Street,RESERVOIR,3288000,house,2008,3,2,2,SC_047,3305.41,20009,2081.16,33.9,0,hospital_025,1258.68,S_225,1819.27
89919,-37.967106,145.079955,12 Craig Court,CHELTENHAM,6072000,house,2012,4,1,1,SC_003,916.45,19865,2093.68,40.35,0,hospital_109,676.44,S_003,1905.0
73369,-37.860657,145.256115,26 Lemal Avenue,BORONIA,5070000,house,2011,4,2,2,SC_032,5847.71,19870,2357.01,50.0,0,hospital_002,1207.67,S_139,2184.81
28724,-37.7949872,144.9864705,9 Blanche Street,COLLINGWOOD,8820000,house,2012,3,1,1,SC_008,2379.7,19975,841.64,11.27,0,hospital_178,1570.79,S_060,772.52
77301,-37.94543,145.107195,8 Imre Court,CLARINDA,8160000,house,2011,3,1,2,SC_003,3273.71,19915,2589.52,39.21,0,hospital_076,2883.8,S_170,2156.62
39086,-37.764729,145.032807,97 Green Street,IVANHOE,19320000,house,2015,3,2,2,SC_001,866.4,19933,1203.39,23.27,0,hospital_039,234.1,S_219,876.8
1974,-37.78616714,144.8716583,2/49 Richelieu Street,MAIDSTONE,4096000,house,2009,3,2,2,SC_043,1221.53,20022,1645.82,21.75,0,hospital_056,1495.54,S_149,1221.76
60518,-37.83652878,145.1989899,17 Frances Avenue,VERMONT,8540000,house,2008,3,1,0,SC_088,2565.39,19900,2151.8,39.9,0,hospital_008,2837.47,S_202,2445.61
57474,-37.828939,145.160413,1 Rosalind Crescent,BLACKBURN,13392000,house,2014,4,2,3,SC_002,1441.88,19898,1345.62,35.04,0,hospital_060,587.78,S_066,845.36
33628,-37.72825241,145.0015564,11 Verdun Grove,RESERVOIR,7875000,house,2009,3,2,1,SC_103,1261.88,20011,108.37,29.73,0,hospital_139,1228.58,S_085,994.82
27664,-37.583852,144.927364,70 Malcolm Creek Parade,CRAIGIEBURN,3680000,house,2012,4,2,2,SC_005,1199.61,40221,2445.4,45.89,0,hospital_104,7466.16,S_178,1272.3
29286,-37.7702,144.990539,113 St Georges Road,NORTHCOTE,12900000,house,2015,4,1,1,SC_103,3552.98,20016,418.59,20.67,0,hospital_035,1725.63,S_105,2421.15
85661,-37.88357,145.014055,44 Prentice Street,ELSTERNWICK,10150000,house,2009,3,1,0,SC_023,2660.93,19954,1163.43,17.0,0,hospital_080,145.0,S_193,804.11
73840,-37.87216,145.286793,58 Currawa Drive,BORONIA,6600000,house,2016,4,2,1,SC_049,3111.78,19868,1296.01,55.14,0,hospital_049,1123.4,S_146,1133.13
82183,-37.99122238,145.2417145,4 Ti-Tree Drive,DOVETON,3060000,house,2007,2,1,2,SC_077,1658.52,19888,2809.89,54.44,0,hospital_119,2108.0,S_195,2066.15
41278,-37.69213867,145.0656433,9 Nash Court,BUNDOORA,6840000,house,2008,3,2,2,SC_062,4831.91,19984,2635.16,34.64,0,hospital_041,249.47,S_155,1198.17
63362,-37.796988999999996,145.302422,10 View Street,CROYDON,4350000,house,2016,2,1,0,SC_022,1717.34,19877,1620.91,55.25,0,hospital_164,4289.89,S_224,902.8
22612,-37.74084091,144.95578,32A Kelson St,COBURG,4320000,house,2007,3,1,1,SC_030,1062.76,19965,685.91,28.0,0,hospital_084,1493.35,S_172,836.84
95908,-37.922469,145.027559,5 Talbot Avenue,BENTLEIGH,9163000,house,2012,2,1,2,SC_046,2119.14,19938,756.03,40.75,0,hospital_110,1430.3,S_107,1318.31
77235,-37.93861,145.106994,4 Newcombe Court,CLARINDA,6030000,house,2015,3,1,1,SC_003,3947.39,19915,1953.71,39.21,0,hospital_076,2221.61,S_170,1526.74
18295,-37.674831,144.930878,17 Apollo Crescent,DALLAS,3432000,house,2014,4,2,0,SC_072,2786.57,20030,1349.77,36.83,0,hospital_104,2840.28,S_153,890.3
20588,-37.76155,144.96729,156 Albion Street,BRUNSWICK,10370000,house,2013,3,1,1,SC_030,3578.79,19967,582.36,23.0,0,hospital_144,689.87,S_074,1120.26
39801,-37.709534,145.05094,16/121 Grange Boulevard,BUNDOORA,6048000,house,2011,3,2,1,SC_047,3705.31,19983,2435.98,31.62,0,hospital_037,1029.6,S_155,1254.45
64948,-37.80899,145.272741,9  Morris Road,CROYDON,8760000,house,2014,4,2,2,SC_022,1429.15,19878,1659.42,51.25,0,hospital_164,1514.42,S_055,1334.96
46661,-37.70415878,145.1637726,15/1324 Main Road,ELTHAM,3460000,house,2008,3,1,2,SC_051,3412.78,19987,1751.0,44.67,0,hospital_075,5100.96,S_194,1309.52
16827,-37.71027,144.949633,22 Middle Street,HADFIELD,10591000,house,2016,2,1,2,SC_030,2464.5,19962,1076.11,33.0,0,hospital_139,4341.09,S_004,1025.14
13096,-37.692184,144.764125,4 Marlborough Way,SYDENHAM,6336000,house,2011,4,3,3,SC_048,4956.87,20000,1332.62,39.0,0,hospital_057,8802.76,S_163,1071.5
36642,-37.635648,145.024451,1 Meranti Way,EPPING,9170000,house,2016,4,2,2,SC_062,5669.39,20005,1929.23,44.0,0,hospital_053,1906.87,S_196,1300.51
48550,-37.804517,145.038152,53 Mary Street,KEW,12690000,house,2016,3,2,1,SC_083,1789.87,19904,1892.81,20.74,0,hospital_064,1006.76,S_039,651.41
55587,-37.841454,145.059677,37 Fairfield Avenue,CAMBERWELL,14400000,house,2010,3,2,2,SC_099,1910.2,19851,1131.27,30.0,0,hospital_168,652.92,S_160,1227.61
59599,-37.823072,145.195022,2/56 Percy Street,MITCHAM,7215000,house,2012,3,2,1,SC_088,1420.81,19900,624.01,39.9,0,hospital_010,1406.94,S_202,1655.89
36732,-37.652948,145.040097,11 Corine Court,EPPING,3200000,house,2012,3,2,3,SC_062,4004.19,20005,881.37,44.0,0,hospital_053,2085.89,S_229,2362.91
79692,-37.985625,145.173621,15 Bundeena Avenue,KEYSBOROUGH,6880000,house,2009,5,2,2,SC_057,790.87,19889,1778.12,51.33,0,hospital_096,920.13,S_079,835.28
17894,-37.703597,144.928542,96 Melbourne Avenue,GLENROY,7840000,house,2010,3,2,1,SC_030,3727.78,20032,1002.58,32.83,0,hospital_184,4778.21,S_209,481.22
15775,-37.738207,144.891559,5 Carrington Road,NIDDRIE,12760000,house,2015,3,1,2,SC_082,1320.19,20036,2773.56,23.85,0,hospital_184,1273.97,S_198,1271.31
80602,-37.989901,145.220448,1 & 2/16 NEW STREET,DANDENONG,4191000,house,2010,4,2,2,SC_112,566.57,19888,940.74,54.44,0,hospital_119,546.91,S_184,462.03
18668,-37.688553,144.914172,30 Landy Road,JACANA,4920000,house,2016,3,1,1,SC_059,2574.11,20031,747.0,34.83,0,hospital_104,4249.79,S_153,1338.11
12730,-37.721683,144.766432,23 Poa Crt,DELAHEY,4160000,house,2014,3,1,3,SC_048,2527.91,20000,2387.62,39.0,0,hospital_057,6047.02,S_094,2323.3
15312,-37.737023,144.922735,42 Bournian Avenue,STRATHMORE,15210000,house,2015,3,1,1,SC_082,1548.23,20035,834.99,25.85,0,hospital_184,1661.96,S_197,1365.71
52632,-37.82615662,145.0110016,2 Queen Street,RICHMOND,7008000,house,2008,2,1,0,SC_038,1622.64,19906,340.94,12.75,0,hospital_122,942.5,S_102,1598.21
39730,-37.71728516,145.0391541,15 Highland Street,KINGSBURY,8250000,house,2009,3,1,1,SC_047,2491.67,20009,2811.36,33.9,0,hospital_025,355.72,S_225,1250.15
83229,-37.881705,145.255986,52 Bunnett Road,KNOXFIELD,6440000,house,2016,3,1,2,SC_049,4803.07,19869,3438.73,53.14,0,hospital_002,3110.98,S_027,2822.38
75762,-37.898774,145.08116,15 Dalston Road,HUGHESDALE,10120000,house,2012,4,1,3,SC_087,1153.42,19918,532.58,32.2,0,hospital_166,2180.32,S_167,1153.2
10890,-37.791611,144.920969,8 Greenham Place,KENSINGTON,5085000,house,2012,2,1,1,SC_011,1111.79,20040,850.76,14.86,0,hospital_114,889.45,S_086,783.03
91332,-37.98026276,145.0398254,17 Rosemary Road,BEAUMARIS,17000000,house,2008,4,2,2,SC_079,3467.0,19866,1991.88,37.94,0,hospital_055,1073.62,S_011,1988.69
38480,-37.778691,145.028468,96 Wingrove Street,ALPHINGTON,14250000,house,2015,3,1,1,SC_001,1677.19,19931,247.43,20.92,0,hospital_029,1264.36,S_219,1646.36
71298,-37.860724,145.234012,22 Birchfield Crescent,WANTIRNA,5800000,house,2016,4,2,2,SC_032,5359.5,19870,3669.74,50.0,0,hospital_179,1378.9,S_227,1376.96
40754,-37.69683456,145.0689392,5 Ellery St,BUNDOORA,4060000,house,2007,4,3,1,SC_062,5234.24,19984,2045.29,34.64,0,hospital_041,797.21,S_155,1257.35
5373,-37.861056,144.845029,9 Simmons Drive,SEAHOLME,4160000,house,2010,3,1,3,SC_033,3830.43,19927,835.88,28.0,0,hospital_141,4092.06,S_128,1530.33
89529,-37.954879,145.012012,40 Tennyson Street,SANDRINGHAM,17680000,house,2011,5,2,3,SC_079,2629.76,19948,827.1,29.08,0,hospital_058,951.25,S_214,1377.92
79057,-37.956887,145.145024,4 Tricia Avenue,SPRINGVALE,8816000,house,2014,3,1,1,SC_057,4699.61,19913,1105.35,44.26,0,hospital_124,3308.6,S_075,691.24
82331,-37.990424,145.234784,61 Chestnut Road,DOVETON,3780000,house,2016,3,1,2,SC_112,1769.32,19888,2199.0,54.44,0,hospital_119,1507.84,S_184,1642.21
84870,-37.879752,144.984168,32 Goldsmith Street,ELWOOD,18400000,house,2011,3,1,1,SC_015,1268.46,19955,1062.58,15.0,0,hospital_009,1998.3,S_133,1080.35
32046,-37.745016,144.983132,17 Mount Pleasant Road,PRESTON,5517000,house,2012,2,1,0,SC_103,1763.39,20013,1499.65,25.73,0,hospital_144,1619.78,S_173,1515.91
10100,-37.791884,144.926885,15 Hopetoun Street,KENSINGTON,3850000,house,2011,2,1,0,SC_011,1418.59,20041,383.47,13.87,0,hospital_114,429.63,S_086,531.12
56379,-37.853634,145.128875,20A McCubbin Street,BURWOOD,8853000,house,2011,3,2,3,SC_037,3891.88,19875,2407.89,30.0,0,hospital_047,1263.05,S_097,494.51
48955,-37.805209,145.086166,12 Alandale Avenue,BALWYN,46240000,house,2016,5,3,2,SC_099,3264.31,19894,2136.28,30.78,0,hospital_117,2761.47,S_136,1373.04
56886,-37.844562,145.104295,75 Parer Street,BURWOOD,6885000,house,2014,3,2,2,SC_037,3257.16,19849,2231.16,34.0,0,hospital_089,1686.46,S_112,2605.65
19886,-37.797113,144.952761,13 Park Drive,PARKVILLE,11250000,house,2014,3,1,1,SC_007,1949.06,19973,1423.85,9.15,0,hospital_118,282.84,S_044,1694.66
56985,-37.831623,145.082277,1/70 Wattle Valley Road,CANTERBURY,17940000,house,2015,3,2,2,SC_099,2280.16,19893,799.93,28.78,0,hospital_168,2885.36,S_160,1060.33
24983,-37.604496,144.912616,10 Eastwood Place,CRAIGIEBURN,3184000,house,2015,3,2,2,SC_016,1298.05,40221,2724.24,45.89,0,hospital_104,5188.74,S_178,2218.58
10303,-37.785943,144.925972,25 Edinburgh Street,FLEMINGTON,9350000,house,2013,2,1,1,SC_011,951.46,20040,306.13,14.86,0,hospital_114,1038.7,S_086,216.97
41083,-37.699783,145.065119,7 Oxford Drive,BUNDOORA,5150000,house,2014,3,2,1,SC_047,5292.71,19984,2062.12,34.64,0,hospital_037,724.49,S_155,911.6
12624,-37.71596,144.769463,20 Aitken Drive,DELAHEY,5460000,house,2015,3,1,3,SC_048,3104.61,20000,1702.44,39.0,0,hospital_057,6347.52,S_094,1632.71
46351,-37.706864,145.14992,1/1137 Main Road,ELTHAM,5950000,house,2014,2,1,0,SC_051,3794.96,19987,766.82,44.67,0,hospital_075,3884.53,S_194,1151.76
64225,-37.795375,145.300818,3/45 Jarvis  Avenue,CROYDON,2520000,house,2012,2,1,2,SC_022,1614.07,19877,1561.32,55.25,0,hospital_164,4210.03,S_224,1126.97
52764,-37.8275528,145.0024109,231 Coppin Street,RICHMOND,25350000,house,2009,4,2,2,SC_038,1537.54,19906,452.31,12.75,0,hospital_122,846.83,S_102,1513.71
27168,-37.582686,144.928933,5 Stafford Link,CRAIGIEBURN,6150000,house,2012,4,2,2,SC_005,1172.93,40221,2479.03,45.89,0,hospital_104,7607.94,S_178,1336.4
